Rohprotein,Rohfett,Rohfaser,Rohasche,Calcium,Phosphor,Natrium,Stärke,Zucker,verdauliche Energie,umsetzabare Energie
"11,5","2,5",18,"8,10 %",6,"0,5","0,23",15,6,10,"8,5"
