Trockensubstanz,Rohprotein,Rohfaser,Rohasche,Gesamtzucker,pH-Wert,Fruktan,NFC,ME-Pferd,DE-Pferd,verd_Protein,Feuchte
71.1,12.1,29.6,7.7,9.2,5.5,3.7,18.3,7.4,8.9,6.9,28.9

