Trockensubstanz,Rohprotein,Rohfaser,Rohasche,Gesamtzucker,Stärke,Fruktan,NFC,ME-Pferd,DE-Pferd,verd_Protein,pcv_XP,Feuchte
85.1,8.6,33.2,6.5,9.0,0.4,5.3,18.7,6.8,8.2,4.8,5.1,14.9
